Kabupaten_Kota,Nama_Bengkel,No_Telepon,Alamat,Kategori,Rating,Jam_Buka,Link_Maps
Badung,Planet Ban Raya Semer Kerobokan kelod,0817-0006-055,,Bengkel Sepeda Motor · Jl. Raya Semer No.16,,Buka · Tutup pukul 19.00 · 0817-0006-055,https://www.google.com/maps/place/Planet+Ban+Raya+Semer+Kerobokan+kelod/data=!4m7!3m6!1s0x2dd24785c7d267e7:0xf29e65074df4f7dc!8m2!3d-8.6622401!4d115.1647946!16s%2Fg%2F11kk5jvf4m!19sChIJ52fSx4VH0i0R3Pf0TQdlnvI?authuser=0&hl=id&rclk=1
Badung,Winner Motor,0819-9925-5040,,Bengkel Sepeda Motor · Jl. Raya Dalung No.39,,"""Mekanik dengan jam terbang tinggi / detail dan penjelasan akurat""",https://www.google.com/maps/place/Winner+Motor/data=!4m7!3m6!1s0x2dd23927103a657f:0xa57685cc48af29b5!8m2!3d-8.610769!4d115.1735196!16s%2Fg%2F11gcmksctr!19sChIJf2U6ECc50i0RtSmvSMyFdqU?authuser=0&hl=id&rclk=1
Badung,Tambal ban dalam dan tublesse buka sampai tutup,0813-3711-9143,,Bengkel Sepeda Motor · Jl. Raya Kerobokan,,Buka · Tutup pukul 22.00 · 0813-3711-9143,https://www.google.com/maps/place/Tambal+ban+dalam+dan+tublesse+buka+sampai+tutup/data=!4m7!3m6!1s0x2dd24755c849d84d:0x27232e50763e97be!8m2!3d-8.6655997!4d115.1666213!16s%2Fg%2F11vxqs105r!19sChIJTdhJyFVH0i0Rvpc-dlAuIyc?authuser=0&hl=id&rclk=1
Badung,Press Ban Dalam Uma Motor,0812-3909-1385,,"Bengkel Sepeda Motor · Jl. Raya Kerobokan, No.2, Br. Umalas Kangin, Kuta Utara",,Buka 24 jam · 0812-3909-1385,https://www.google.com/maps/place/Press+Ban+Dalam+Uma+Motor/data=!4m7!3m6!1s0x2dd24769e177d1f3:0xae2910b3da1f6425!8m2!3d-8.667739!4d115.165013!16s%2Fg%2F11f3tj33t9!19sChIJ89F34WlH0i0RJWQf2rMQKa4?authuser=0&hl=id&rclk=1
Badung,Bengkel Tambal ban panggilan,0812-1786-3932,,"Bengkel Sepeda Motor · Jl. Ilalang No.III, E No.1",,Buka 24 jam · 0812-1786-3932,https://www.google.com/maps/place/Bengkel+Tambal+ban+panggilan/data=!4m7!3m6!1s0x2dd23f005f169621:0xe6c16e99c2da5d5e!8m2!3d-8.5994488!4d115.1888571!16s%2Fg%2F11nbb4px8f!19sChIJIZYWXwA_0i0RXl3awpluweY?authuser=0&hl=id&rclk=1
Badung,Tambal ban tubeless panggilan,0813-3729-8698,,Bengkel Sepeda Motor · ,,Buka · Tutup pukul 20.00 · 0813-3729-8698,https://www.google.com/maps/place/Tambal+ban+tubeless+panggilan/data=!4m7!3m6!1s0x2dd23f78f99ff43d:0x65be9a9ee2a67b0a!8m2!3d-8.7141843!4d115.1939362!16s%2Fg%2F11nchkmfr3!19sChIJPfSf-Xg_0i0RCnum4p6avmU?authuser=0&hl=id&rclk=1
Badung,"Tambal/pressban 24jam TUBELES.TIRE REPAIR,OPEN 24HOURS (bisa panggilan)",0881-0377-7254,,Bengkel Sepeda Motor · Jl. Raya Kuta No.68,,,"https://www.google.com/maps/place/Tambal%2Fpressban+24jam+TUBELES.TIRE+REPAIR,OPEN+24HOURS+%28bisa+panggilan%29/data=!4m7!3m6!1s0x2dd247b15cd6f16f:0x97f9e0bc4f2a34d0!8m2!3d-8.7105434!4d115.1810949!16s%2Fg%2F11l37lnvtd!19sChIJb_HWXLFH0i0R0DQqT7zg-Zc?authuser=0&hl=id&rclk=1"
Badung,Tambal Ban Panggilan 99,0812-4984-0267,,Bengkel Sepeda Motor · Jl. Nusa Kambangan No.140,,Buka 24 jam · 0812-4984-0267,https://www.google.com/maps/place/Tambal+Ban+Panggilan+99/data=!4m7!3m6!1s0x2dd24185d97083d7:0xa4f4e97aa3152587!8m2!3d-8.6677702!4d115.2086926!16s%2Fg%2F11y2ctb9n_!19sChIJ14Nw2YVB0i0RhyUVo3rp9KQ?authuser=0&hl=id&rclk=1
Badung,Tambal Ban panggilan ((Motor)(WA)),0878-5570-2544,,Bengkel Sepeda Motor · 95HR+XP6,,Tutup · Buka pukul 17.00 · 0878-5570-2544,https://www.google.com/maps/place/Tambal+Ban+panggilan+%28%28Motor%29%28WA%29%29/data=!4m7!3m6!1s0x2dd23f003e98548d:0xe6795d13e897fa8f!8m2!3d-8.6201306!4d115.1920102!16s%2Fg%2F11yt0kqf0c!19sChIJjVSYPgA_0i0Rj_qX6BNdeeY?authuser=0&hl=id&rclk=1
Badung,Heki Press Ban Tubles Mobil Motor ( Kediri ),0898-6335-746,,Bengkel Sepeda Motor · Jl. Kediri,,Buka · Tutup pukul 23.00 · 0898-6335-746,https://www.google.com/maps/place/Heki+Press+Ban+Tubles+Mobil+Motor+%28+Kediri+%29/data=!4m7!3m6!1s0x2dd24403480cf463:0xcee453dec783e639!8m2!3d-8.737631!4d115.1773971!16s%2Fg%2F11g027shzb!19sChIJY_QMSANE0i0ROeaDx95T5M4?authuser=0&hl=id&rclk=1
Badung,Tambal Ban seberang Lai-Lai,0812-1784-7503,,"Bengkel Sepeda Motor · 75RJ+WJX, Jl. Raya Kuta",,Buka sekarang · 0812-1784-7503,https://www.google.com/maps/place/Tambal+Ban+seberang+Lai-Lai/data=!4m7!3m6!1s0x2dd247005da63831:0xc966c2704bf7449b!8m2!3d-8.707668!4d115.1815177!16s%2Fg%2F11vjmm66cr!19sChIJMTimXQBH0i0Rm0T3S3DCZsk?authuser=0&hl=id&rclk=1
Gianyar,Bengkel panggilan malam gianyar,0899-0085-443,,Bengkel Sepeda Motor · Gang danau beratan,,Buka 24 jam · 0899-0085-443,https://www.google.com/maps/place/Bengkel+panggilan+malam+gianyar/data=!4m7!3m6!1s0x2dd21780daf0eccd:0xcb5f51903fae3968!8m2!3d-8.5386882!4d115.3344789!16s%2Fg%2F11ww98bvwh!19sChIJzezw2oAX0i0RaDmuP5BRX8s?authuser=0&hl=id&rclk=1
Gianyar,Bengkel Bima Motor,0895-3946-0929,,Bengkel Sepeda Motor · Jl. Anusapati,,Buka 24 jam · 0895-3946-09299,https://www.google.com/maps/place/Bengkel+Bima+Motor/data=!4m7!3m6!1s0x2dd2174a258b2b59:0x8ccd7d9a4d09094c!8m2!3d-8.5429794!4d115.3184823!16s%2Fg%2F11jwx9dbbr!19sChIJWSuLJUoX0i0RTAkJTZp9zYw?authuser=0&hl=id&rclk=1
Gianyar,BENGKEL DEAN MOTOR,0851-1946-4772,,Bengkel Sepeda Motor · Jl. Prof. Dr. Ida Bagus Mantra No.403,,"""Pelayanannya bagus orangnya ramah,, pokoknya di jamin puas""",https://www.google.com/maps/place/BENGKEL+DEAN+MOTOR/data=!4m7!3m6!1s0x2dd215e4741950ad:0x18ab256a942c4d10!8m2!3d-8.5794306!4d115.3560406!16s%2Fg%2F11tf884rrz!19sChIJrVAZdOQV0i0REE0slGolqxg?authuser=0&hl=id&rclk=1
Gianyar,Andrian Motor,0813-5312-6333,,"""Bengkel yang profesional, pelayanan yang baik, kerja nya cepat dan rapih👍""",,Buka · Tutup pukul 17.00 · 0813-5312-6333,https://www.google.com/maps/place/Andrian+Motor/data=!4m7!3m6!1s0x2dd218c3e9781999:0x4c4abae870cfb17!8m2!3d-8.4187139!4d115.3114425!16s%2Fg%2F11dfmfd54j!19sChIJmRl46cMY0i0RF_sMh66rxAQ?authuser=0&hl=id&rclk=1
Gianyar,Aries Motor Ubud Tebongkang,0812-6224-2526,,Bengkel Sepeda Motor ·  · F6CV+7HJ,,Segera tutup · 16.00 · Buka Jum pukul 08.00 · 0812-6224-2526,https://www.google.com/maps/place/Aries+Motor+Ubud+Tebongkang/data=!4m7!3m6!1s0x2dd23dba2064430f:0xe8f52b9a866570e!8m2!3d-8.5292882!4d115.2439025!16s%2Fg%2F11h1kx4483!19sChIJD0NkILo90i0RDldmqLlSjw4?authuser=0&hl=id&rclk=1
Gianyar,SONA MOTOR INJEKSI (Bengkel universal Roda 2),0881-0380-6019,,Bengkel Sepeda Motor · Jl. Bukit Jati No.28,,Buka · Tutup pukul 20.00 · 0881-0380-60192,https://www.google.com/maps/place/SONA+MOTOR+INJEKSI+%28Bengkel+universal+Roda+2%29/data=!4m7!3m6!1s0x2dd2171c1ae3c1c3:0xe7b05867a5119a1d!8m2!3d-8.5366731!4d115.3350359!16s%2Fg%2F11j2__sf03!19sChIJw8HjGhwX0i0RHZoRpWdYsOc?authuser=0&hl=id&rclk=1
Gianyar,Dealer Honda Aries Motor II,0812-3724-7242,,Bengkel Sepeda Motor ·  · Jl. Erlangga No.2,,Segera tutup · 16.00 · Buka Jum pukul 08.00 · 0812-3724-7242,https://www.google.com/maps/place/Dealer+Honda+Aries+Motor+II/data=!4m7!3m6!1s0x2dd216672294e067:0x3a4c34cfdacf70a3!8m2!3d-8.5432177!4d115.3250196!16s%2Fg%2F1pzsj7s6n!19sChIJZ-CUImcW0i0Ro3DP2s80TDo?authuser=0&hl=id&rclk=1
Gianyar,Sindu Motor scooter part & service,0878-6117-7661,,Bengkel Sepeda Motor · Jl. Raya Sayan,,Buka · Tutup pukul 17.00 · 0878-6117-7661,https://www.google.com/maps/place/Sindu+Motor+scooter+part+%26+service/data=!4m7!3m6!1s0x2dd23d56cec8c425:0xb687f8862c9f47ee!8m2!3d-8.5158119!4d115.2401743!16s%2Fg%2F11knb7l1h7!19sChIJJcTIzlY90i0R7kefLIb4h7Y?authuser=0&hl=id&rclk=1
Gianyar,Bengkel Novi Motor,0812-3277-8415,,Bengkel Sepeda Motor ·  · Jl. Sulatri No.19,,Buka · Tutup pukul 18.00 · 0812-3277-8415,https://www.google.com/maps/place/Bengkel+Novi+Motor/data=!4m7!3m6!1s0x2dd23f313e9caf03:0x2f10229cc4ac16a8!8m2!3d-8.640361!4d115.2422515!16s%2Fg%2F11tnxmtk0f!19sChIJA6-cPjE_0i0RqBasxJwiEC8?authuser=0&hl=id&rclk=1
Gianyar,Arisma Motor,0852-3716-5719,,"""Bengkel arisma motor mekanik ramah .cepat dan rapii.""",,Buka · Tutup pukul 18.00 · 0852-3716-5719,https://www.google.com/maps/place/Arisma+Motor/data=!4m7!3m6!1s0x2dd23d6a3b33834b:0xf9956d248460d4d7!8m2!3d-8.506985!4d115.2650987!16s%2Fg%2F11gfd3g1lp!19sChIJS4MzO2o90i0R19RghCRtlfk?authuser=0&hl=id&rclk=1
Gianyar,Bengkel dede motor,0819-1662-0990,,Bengkel Sepeda Motor · Jl. Suradipa,,Buka · Tutup pukul 22.00 · 0819-1662-0990,https://www.google.com/maps/place/Bengkel+dede+motor/data=!4m7!3m6!1s0x2dd23f8c8a430a47:0x89463b530081c597!8m2!3d-8.6122887!4d115.2122758!16s%2Fg%2F11ss8lf6jm!19sChIJRwpDiow_0i0Rl8WBAFM7Rok?authuser=0&hl=id&rclk=1
Gianyar,BENGKEL MOTOR,0813-3855-7622,,Bengkel Motor Skuter · Jl. Pasekan No.18,,Buka · Tutup pukul 18.00 · 0813-3855-7622,https://www.google.com/maps/place/BENGKEL+MOTOR/data=!4m7!3m6!1s0x2dd23f61f3f317fb:0xa71ca2b0eba190f8!8m2!3d-8.6188408!4d115.2586895!16s%2Fg%2F11f3nhy9bq!19sChIJ-xfz82E_0i0R-JCh67CiHKc?authuser=0&hl=id&rclk=1
Gianyar,Roby Motor Denpasar,0857-3886-6819,,"""Bengkel bagus, pelayanan ok, dan harga murah, topp pokoknya""",,Buka · Tutup pukul 21.00 · 0857-3886-6819,https://www.google.com/maps/place/Roby+Motor+Denpasar/data=!4m7!3m6!1s0x2dd23f999d81f50d:0x8a7f28f0ac0021f9!8m2!3d-8.6336201!4d115.229442!16s%2Fg%2F11vwfmmfqn!19sChIJDfWBnZk_0i0R-SEArPAof4o?authuser=0&hl=id&rclk=1
Gianyar,Bengkel sepeda motor,0858-7838-7821,,"Bengkel Sepeda Motor · F87G+7JC, Jl. Jata",,Buka · Tutup pukul 22.00 · 0858-7838-7821,https://www.google.com/maps/place/Bengkel+sepeda+motor/data=!4m7!3m6!1s0x2dd21743861b7511:0xbe16a25c15b1decc!8m2!3d-8.5367398!4d115.3265388!16s%2Fg%2F11kpsms94r!19sChIJEXUbhkMX0i0RzN6xFVyiFr4?authuser=0&hl=id&rclk=1
Gianyar,BENGKEL service motor panggilan 24 jam DENPASAR/BADUNG (seraya motor),0851-0708-4665,,Bengkel Sepeda Motor · Jl. Gunung Seraya No.9,,Buka 24 jam · 0851-0708-4665,https://www.google.com/maps/place/BENGKEL+service+motor+panggilan+24+jam+DENPASAR%2FBADUNG+%28seraya+motor%29/data=!4m7!3m6!1s0x2dd247c33e859403:0xb457393f073ae158!8m2!3d-8.663464!4d115.1819959!16s%2Fg%2F11lp7scvmj!19sChIJA5SFPsNH0i0RWOE6Bz85V7Q?authuser=0&hl=id&rclk=1
Gianyar,Bengkel Panggilan Motor 24jam (AjM)Denpasar/Badung,0812-3920-1309,,Bengkel Sepeda Motor · Jl. Kartini No.18a,,Buka 24 jam · 0812-3920-1309,https://www.google.com/maps/place/Bengkel+Panggilan+Motor+24jam+%28AjM%29Denpasar%2FBadung/data=!4m7!3m6!1s0x2dd241826f5db4b1:0x66098b5a4af9b423!8m2!3d-8.6546577!4d115.21329!16s%2Fg%2F11nc4s65tc!19sChIJsbRdb4JB0i0RI7T5SlqLCWY?authuser=0&hl=id&rclk=1
Gianyar,Bengkel panggilan 24 jam arik motor,0819-9908-6628,,Bengkel Sepeda Motor · Gg. Hawai VI No.2,,Buka 24 jam · 0819-9908-6628,https://www.google.com/maps/place/Bengkel+panggilan+24+jam+arik+motor/data=!4m7!3m6!1s0x2dd23985e8b1e3e3:0xe7ee58b64c8d4361!8m2!3d-8.5943727!4d115.1745533!16s%2Fg%2F11lw3ssl0g!19sChIJ4-Ox6IU50i0RYUONTLZY7uc?authuser=0&hl=id&rclk=1
Gianyar,anda motor semebaung,0878-6007-6000,,Bengkel Sepeda Motor · F892+88C,,Buka · Tutup pukul 19.00 · 0878-6007-6000,https://www.google.com/maps/place/anda+motor+semebaung/data=!4m7!3m6!1s0x2dd2177e687b9727:0xbae5c2ab6243f70f!8m2!3d-8.531692!4d115.3007727!16s%2Fg%2F11rdb61hm6!19sChIJJ5d7aH4X0i0RD_dDYqvC5bo?authuser=0&hl=id&rclk=1
Gianyar,Bengkel Panggilan Ekho Motor,0812-3969-2206,,"""Servicenya cepat dan bagus, solusi tepat untuk motor lagi mogok dijaln.""",,Buka · Tutup pukul 22.00 · 0812-3969-2206,https://www.google.com/maps/place/Bengkel+Panggilan+Ekho+Motor/data=!4m7!3m6!1s0x2dd2411cf70a4377:0xbacc4601271d9f64!8m2!3d-8.6606563!4d115.2449643!16s%2Fg%2F11vcv1b0b9!19sChIJd0MK9xxB0i0RZJ8dJwFGzLo?authuser=0&hl=id&rclk=1
Gianyar,Jhonn's Electric II Melayani Service Kendaraan Listrik,0856-3766-887,,Bengkel Sepeda · Perumahan Canggu Pertiwi No.A1,,Buka · Tutup pukul 21.00 · 0856-3766-887,https://www.google.com/maps/place/Jhonn%27s+Electric+II+Melayani+Service+Kendaraan+Listrik/data=!4m7!3m6!1s0x2dd23941568d0e2b:0x24f0fa1d2b92b27a!8m2!3d-8.6455646!4d115.1560396!16s%2Fg%2F11wmtw1n0_!19sChIJKw6NVkE50i0RerKSKx368CQ?authuser=0&hl=id&rclk=1
Gianyar,Bengkel sepeda motor panggilan 24 jam,0857-1556-9623,,Bengkel Sepeda Motor · Jl. Gunung Karang,,Buka 24 jam · 0857-1556-9623,https://www.google.com/maps/place/Bengkel+sepeda+motor+panggilan+24+jam/data=!4m7!3m6!1s0x2dd241dee2c18a39:0xfdc7286cc069ef00!8m2!3d-8.6668676!4d115.2064989!16s%2Fg%2F11vtb81jmv!19sChIJOYrB4t5B0i0RAO9pwGwox_0?authuser=0&hl=id&rclk=1
Gianyar,Bengkel Motor Panggilan 24jam(Iwan motor)DENPASAR/BADUNG,0813-3835-4028,,"Bengkel Sepeda Motor ·  · 86GG+9C5, Jl. Tukad Yeh Ho III",,Buka 24 jam · 0813-3835-4028,https://www.google.com/maps/place/Bengkel+Motor+Panggilan+24jam%28Iwan+motor%29DENPASAR%2FBADUNG/data=!4m7!3m6!1s0x2dd2418e4a11fb71:0xe18a31a8d0029bc6!8m2!3d-8.674103!4d115.2261149!16s%2Fg%2F11s3bv8r7b!19sChIJcfsRSo5B0i0RxpsC0KgxiuE?authuser=0&hl=id&rclk=1
Gianyar,Tambal ban dalam dan tublesse buka sampai tutup,0813-3711-9143,,Bengkel Sepeda Motor · Jl. Raya Kerobokan,,Buka · Tutup pukul 22.00 · 0813-3711-9143,https://www.google.com/maps/place/Tambal+ban+dalam+dan+tublesse+buka+sampai+tutup/data=!4m7!3m6!1s0x2dd24755c849d84d:0x27232e50763e97be!8m2!3d-8.6655997!4d115.1666213!16s%2Fg%2F11vxqs105r!19sChIJTdhJyFVH0i0Rvpc-dlAuIyc?authuser=0&hl=id&rclk=1
Gianyar,Bengkel motor panggilan,0881-0370-6550,,Bengkel Sepeda Motor · no Jl. Sunset Road No.90,,Buka sekarang · 0881-0370-6550,https://www.google.com/maps/place/Bengkel+motor+panggilan/data=!4m7!3m6!1s0x2dd24700019c9c13:0x7ca7f7d798cb95d5!8m2!3d-8.6834489!4d115.1674699!16s%2Fg%2F11vwzf4pty!19sChIJE5ycAQBH0i0R1ZXLmNf3p3w?authuser=0&hl=id&rclk=1
Gianyar,Tambal Ban Panggilan 99,0812-4984-0267,,Bengkel Sepeda Motor · Jl. Nusa Kambangan No.140,,Buka 24 jam · 0812-4984-0267,https://www.google.com/maps/place/Tambal+Ban+Panggilan+99/data=!4m7!3m6!1s0x2dd24185d97083d7:0xa4f4e97aa3152587!8m2!3d-8.6677702!4d115.2086926!16s%2Fg%2F11y2ctb9n_!19sChIJ14Nw2YVB0i0RhyUVo3rp9KQ?authuser=0&hl=id&rclk=1
Gianyar,Tambal ban tubeless panggilan,0813-3729-8698,,Bengkel Sepeda Motor · ,,Buka · Tutup pukul 20.00 · 0813-3729-8698,https://www.google.com/maps/place/Tambal+ban+tubeless+panggilan/data=!4m7!3m6!1s0x2dd23f78f99ff43d:0x65be9a9ee2a67b0a!8m2!3d-8.7141843!4d115.1939362!16s%2Fg%2F11nchkmfr3!19sChIJPfSf-Xg_0i0RCnum4p6avmU?authuser=0&hl=id&rclk=1
Gianyar,Tambal Ban panggilan ((Motor)(WA)),0878-5570-2544,,Bengkel Sepeda Motor · 95HR+XP6,,Tutup · Buka pukul 17.00 · 0878-5570-2544,https://www.google.com/maps/place/Tambal+Ban+panggilan+%28%28Motor%29%28WA%29%29/data=!4m7!3m6!1s0x2dd23f003e98548d:0xe6795d13e897fa8f!8m2!3d-8.6201306!4d115.1920102!16s%2Fg%2F11yt0kqf0c!19sChIJjVSYPgA_0i0Rj_qX6BNdeeY?authuser=0&hl=id&rclk=1
Gianyar,TAMBAL BAN MOTOR (panggilan),0853-3863-6344,,Bengkel tambal ban ·  · Gg. Mawar,,Buka · Tutup pukul 00.00 · 0853-3863-6344,https://www.google.com/maps/place/TAMBAL+BAN+MOTOR+%28panggilan%29/data=!4m7!3m6!1s0x2dd241d1a9844d0f:0xd8e19291ce0797a8!8m2!3d-8.6695859!4d115.2538154!16s%2Fg%2F11sqgp8wk6!19sChIJD02EqdFB0i0RqJcHzpGS4dg?authuser=0&hl=id&rclk=1
Gianyar,"Tambal/pressban 24jam TUBELES.TIRE REPAIR,OPEN 24HOURS (bisa panggilan)",0881-0377-7254,,Bengkel Sepeda Motor · Jl. Raya Kuta No.68,,,"https://www.google.com/maps/place/Tambal%2Fpressban+24jam+TUBELES.TIRE+REPAIR,OPEN+24HOURS+%28bisa+panggilan%29/data=!4m7!3m6!1s0x2dd247b15cd6f16f:0x97f9e0bc4f2a34d0!8m2!3d-8.7105434!4d115.1810949!16s%2Fg%2F11l37lnvtd!19sChIJb_HWXLFH0i0R0DQqT7zg-Zc?authuser=0&hl=id&rclk=1"
Gianyar,Castrol Bike Point - Fuad Motor,0815-5812-6654,,Bengkel Sepeda Motor · Jl. Gunung Guntur,,Buka · Tutup pukul 18.00 · 0815-5812-6654,https://www.google.com/maps/place/Castrol+Bike+Point+-+Fuad+Motor/data=!4m7!3m6!1s0x2dd23929ef257761:0xed750b2374755f34!8m2!3d-8.651653!4d115.1809!16s%2Fg%2F11yx65tlky!19sChIJYXcl7yk50i0RNF91dCMLde0?authuser=0&hl=id&rclk=1
Gianyar,Tambal Ban Panggilan,0821-4566-7266,,"Bengkel Sepeda Motor · 974G+2JJ, Jl. Prof. Dr. Ida Bagus Mantra",,Buka 24 jam · 0821-4566-7266,https://www.google.com/maps/place/Tambal+Ban+Panggilan/data=!4m7!3m6!1s0x2dd23f006194ddaf:0x7895ed7023bbbf19!8m2!3d-8.6448857!4d115.2765367!16s%2Fg%2F11yp_w17rk!19sChIJr92UYQA_0i0RGb-7I3DtlXg?authuser=0&hl=id&rclk=1
Gianyar,Castrol Bike Point - Langgeng Motor,0858-2925-8886,,Bengkel Sepeda Motor · Gg. XXIV No.2A,,Buka · Tutup pukul 19.00 · 0858-2925-8886,https://www.google.com/maps/place/Castrol+Bike+Point+-+Langgeng+Motor/data=!4m7!3m6!1s0x2dd239bb1f3b585d:0xa94ccf762bb84c10!8m2!3d-8.65133!4d115.1812!16s%2Fg%2F11yx5y54wj!19sChIJXVg7H7s50i0REEy4K3bPTKk?authuser=0&hl=id&rclk=1
Gianyar,Bengkel Tambal ban panggilan,0812-1786-3932,,"Bengkel Sepeda Motor · Jl. Ilalang No.III, E No.1",,Buka 24 jam · 0812-1786-3932,https://www.google.com/maps/place/Bengkel+Tambal+ban+panggilan/data=!4m7!3m6!1s0x2dd23f005f169621:0xe6c16e99c2da5d5e!8m2!3d-8.5994488!4d115.1888571!16s%2Fg%2F11nbb4px8f!19sChIJIZYWXwA_0i0RXl3awpluweY?authuser=0&hl=id&rclk=1
Tabanan,Bengkel ALL MOTOR panggilan,0821-4404-6616,,Bengkel Sepeda Motor,,Buka · Tutup pukul 23.55 · 0821-4404-6616,https://www.google.com/maps/place/Bengkel+ALL+MOTOR+panggilan/data=!4m7!3m6!1s0x2dd23b7d12a397a5:0xeabcdb3bf57652e4!8m2!3d-8.5536614!4d115.1349922!16s%2Fg%2F11yj63qp2c!19sChIJpZejEn070i0R5FJ29TvbvOo?authuser=0&hl=id&rclk=1
Tabanan,bengkel motor (bisa panggilan),0877-5100-3743,,"""Bengkel Joss buka 24 jam,bisa membantu saat mendesak.""",,Buka 24 jam · 0877-5100-3743,https://www.google.com/maps/place/bengkel+motor+%28bisa+panggilan%29/data=!4m7!3m6!1s0x2dd23b005e55d1d9:0x6235cccf1a3b631f!8m2!3d-8.5517854!4d115.1344505!16s%2Fg%2F11vxwdrfzk!19sChIJ2dFVXgA70i0RH2M7Gs_MNWI?authuser=0&hl=id&rclk=1
Tabanan,Family Motor ( Bengkel Rekanan FDR ),0812-3892-3827,,Bengkel Sepeda Motor · Jl. Dr. Ir. Soekarno,,Buka · Tutup pukul 17.00 · 0812-3892-3827,https://www.google.com/maps/place/Family+Motor+%28+Bengkel+Rekanan+FDR+%29/data=!4m7!3m6!1s0x2dd23a49aa303dd5:0xbbab632c7e0ae476!8m2!3d-8.5522821!4d115.1329217!16s%2Fg%2F11byflk6pv!19sChIJ1T0wqkk60i0RduQKfixjq7s?authuser=0&hl=id&rclk=1
Tabanan,Dino motor pandak,0878-4465-8882,,Bengkel Sepeda Motor · 5,,"""Pelayanan servis baik,sperpat lengkap, kualitas terjamin baik""",https://www.google.com/maps/place/Dino+motor+pandak/data=!4m7!3m6!1s0x2dd239d5e956feb9:0x873ceec03a29e626!8m2!3d-8.5841544!4d115.1255473!16s%2Fg%2F11qsq5vq_h!19sChIJuf5W6dU50i0RJuYpOsDuPIc?authuser=0&hl=id&rclk=1
Tabanan,Bengkel W-K Motor Kediri Tabanan,0895-3600-8159,,"Bengkel Sepeda Motor · Perumahan BCA Land, Jl. S Parman Samping Gudang Dua Putra Blok A No 20",,Buka · Tutup pukul 22.00 · 0895-3600-81590,https://www.google.com/maps/place/Bengkel+W-K+Motor+Kediri+Tabanan/data=!4m7!3m6!1s0x2dd2416ebda829bd:0x46c611de5643c42a!8m2!3d-8.5474879!4d115.1473854!16s%2Fg%2F11q431lgp1!19sChIJvSmovW5B0i0RKsRDVt4RxkY?authuser=0&hl=id&rclk=1
Tabanan,Jaya Manggala Motor,0898-9914-299,,Bengkel Sepeda Motor · Jl. Dr. Ir. Soekarno Jl. By Pass Kediri No.7,,Buka · Tutup pukul 17.00 · 0898-9914-299,https://www.google.com/maps/place/Jaya+Manggala+Motor/data=!4m7!3m6!1s0x2dd23a4400518919:0x5e61f201c669b30!8m2!3d-8.550482!4d115.124773!16s%2Fg%2F11hcfqdp8q!19sChIJGYlRAEQ60i0RMJtmHCAf5gU?authuser=0&hl=id&rclk=1
Tabanan,Harys motor,0821-4742-2016,,"Bengkel Sepeda Motor ·  · F42V+P3X, Jl. Ngurah Rai",,Buka · Tutup pukul 17.30 · 0821-4742-2016,https://www.google.com/maps/place/Harys+motor/data=!4m7!3m6!1s0x2dd23bb34309bf8d:0x7fee6cc87c613f56!8m2!3d-8.5481474!4d115.1427263!16s%2Fg%2F11b7hds17d!19sChIJjb8JQ7M70i0RVj9hfMhs7n8?authuser=0&hl=id&rclk=1
Tabanan,Dika Motor,0857-3962-7152,,"Bengkel Sepeda Motor · C33W+Q33, Jl. Pantai Kedungu",,Buka 24 jam · 0857-3962-7152,https://www.google.com/maps/place/Dika+Motor/data=!4m7!3m6!1s0x2dd239e04230d51b:0x9469d03f87e1423c!8m2!3d-8.5956209!4d115.095171!16s%2Fg%2F11gg9blq_m!19sChIJG9UwQuA50i0RPELhhz_QaZQ?authuser=0&hl=id&rclk=1
Tabanan,Bengkel panggilan mata motor,0857-3984-5714,,Bengkel Sepeda Motor · Depan pasar munggu Gg. Mangga No.1,,Buka 24 jam · 0857-3984-5714,https://www.google.com/maps/place/Bengkel+panggilan+mata+motor/data=!4m7!3m6!1s0x2dd23b94fa086ddf:0x12e05320d081e5bb!8m2!3d-8.6196852!4d115.1275055!16s%2Fg%2F11yszcfglr!19sChIJ320I-pQ70i0Ru-WB0CBT4BI?authuser=0&hl=id&rclk=1
Tabanan,Bengkel Motor ADW,0819-1672-2331,,"""Montir handal,Bengkel rapi,peralatan modern serba canggih..pokoke puaas👍👍""",,Buka · Tutup pukul 18.00 · 0819-1672-2331,https://www.google.com/maps/place/Bengkel+Motor+ADW/data=!4m7!3m6!1s0x2dd23be35485fb39:0x70e41706a558c2bf!8m2!3d-8.5352668!4d115.1332275!16s%2Fg%2F11sgqffxw4!19sChIJOfuFVOM70i0Rv8JYpQYX5HA?authuser=0&hl=id&rclk=1
Tabanan,kacunk motor,0857-3971-5578,,Bengkel Sepeda Motor · Jl. Sahadewa No.23,,Buka · Tutup pukul 17.00 · 0857-3971-5578,https://www.google.com/maps/place/kacunk+motor/data=!4m7!3m6!1s0x2dd23ee2796a0595:0x1a592a30739178f2!8m2!3d-8.5418483!4d115.1300924!16s%2Fg%2F11gfkhkt49!19sChIJlQVqeeI-0i0R8niRczAqWRo?authuser=0&hl=id&rclk=1
